lam,int
714.70,2193.2
714.76,2294.2
714.81,2303.5
714.86,2311.2
714.92,2301.3
714.97,2478.8
715.03,2442.4
715.08,2362.3
715.13,2377.8
715.19,2262.8
715.24,2296.6
715.29,2253.7
715.35,2309.4
715.40,2399.4
715.46,2331.0
715.51,2250.4
715.56,2180.7
715.62,2305.1
715.67,2304.4
715.72,2210.4
715.78,2241.0
715.83,2329.6
715.88,2360.9
715.94,2200.7
715.99,2228.5
716.04,2318.4
716.10,2284.8
716.15,2257.8
716.20,2212.9
716.26,2366.8
716.31,2376.4
716.37,2254.0
716.42,2276.9
716.47,2337.2
716.53,2404.5
716.58,2311.1
716.63,2302.6
716.69,2388.9
716.74,2457.4
716.79,2449.6
716.85,2497.5
716.90,2630.2
716.95,2620.8
717.01,2532.3
717.06,2554.9
717.11,2590.6
717.17,2535.1
717.22,2493.2
717.27,2499.0
717.33,2510.4
717.38,2385.8
717.43,2209.1
717.49,2141.5
717.54,2333.9
717.59,2334.7
717.65,2187.8
717.70,2272.3
717.75,2406.5
717.81,2438.9
717.86,2341.9
717.91,2378.6
717.97,2471.6
718.02,2509.0
718.07,2415.8
718.13,2270.5
718.18,2298.1
718.23,2396.3
718.29,2274.6
718.34,2195.1
718.39,2298.8
718.45,2288.4
718.50,2212.9
718.55,2200.5
718.61,2261.5
718.66,2221.6
718.71,2212.3
718.76,2228.9
718.82,2271.0
718.87,2235.8
718.92,2121.1
718.98,2082.9
719.03,2105.4
719.08,2144.4
719.14,2083.0
719.19,2180.9
719.24,2289.0
719.30,2298.5
719.35,2195.0
719.40,2123.0
719.45,2404.9
719.51,2451.8
719.56,2381.0
719.61,2384.8
719.67,2368.3
719.72,2279.2
719.77,2127.3
719.83,2149.4
719.88,2193.5
719.93,2243.3
719.98,2125.9
720.04,2027.8
720.09,2093.9
720.14,2063.2
720.20,1923.9
720.25,2048.5
720.30,2262.4
720.36,2219.8
720.41,2159.1
720.46,2168.8
720.51,2250.1
720.57,2201.9
720.62,2073.7
720.67,2118.8
720.73,2260.3
720.78,2269.0
720.83,2111.1
720.88,2082.9
720.94,2168.8
720.99,2102.8
721.04,1986.0
721.10,1973.0
721.15,2028.1
721.20,2039.2
721.25,1896.3
721.31,1922.4
721.36,2071.3
721.41,2059.5
721.47,1964.0
721.52,2042.4
721.57,2141.5
721.62,2181.4
721.68,2175.3
721.73,2205.2
721.78,2352.9
721.83,2295.2
721.89,2166.1
721.94,2098.7
721.99,2277.3
722.05,2233.6
722.10,2134.3
722.15,2207.4
722.20,2184.7
722.26,2217.6
722.31,2168.6
722.36,2250.3
722.41,2352.6
722.47,2402.6
722.52,2353.3
722.57,2302.7
722.62,2564.5
722.68,2557.4
722.73,2422.1
722.78,2455.8
722.83,2460.0
722.89,2387.0
722.94,2229.8
722.99,2268.2
723.05,2361.1
723.10,2364.6
723.15,2307.6
723.20,2231.5
723.26,2267.1
723.31,2302.9
723.36,2194.3
723.41,2264.3
723.47,2377.1
723.52,2412.8
723.57,2322.2
723.62,2372.0
723.68,2591.7
723.73,2518.6
723.78,2478.4
723.83,2654.0
723.88,2808.6
723.94,2866.2
723.99,2935.4
724.04,2944.9
724.09,3019.3
724.15,3080.4
724.20,2991.1
724.25,2976.6
724.30,3097.4
724.36,3062.4
724.41,2972.7
724.46,3024.3
724.51,3137.0
724.57,3251.7
724.62,3182.4
724.67,3123.8
724.72,3114.4
724.77,2995.3
724.83,2834.8
724.88,2723.6
724.93,2721.1
724.98,2564.6
725.04,2445.5
725.09,2308.6
725.14,2230.1
725.19,2280.1
725.25,2157.4
725.30,2246.7
725.35,2341.1
725.40,2410.2
725.45,2380.8
725.51,2378.2
725.56,2473.7
725.61,2589.0
725.66,2577.0
725.72,2496.7
725.77,2634.8
725.82,2564.7
725.87,2493.4
725.92,2376.7
725.98,2334.6
726.03,2336.6
726.08,2327.8
726.13,2267.4
726.18,2207.1
726.24,2177.1
726.29,2035.4
726.34,2001.5
726.39,2109.0
726.44,2150.1
726.50,2152.7
726.55,2201.2
726.60,2218.0
726.65,2279.4
726.70,2229.6
726.76,2232.9
726.81,2264.2
726.86,2239.9
726.91,2150.1
726.96,2249.8
727.02,2262.0
727.07,2242.3
727.12,2245.3
727.17,2188.4
727.22,2210.8
727.28,2104.6
727.33,2095.5
727.38,2047.8
727.43,2186.3
727.48,2187.2
727.54,2011.7
727.59,2052.7
727.64,2125.9
727.69,2079.3
727.74,2170.1
727.80,2273.0
727.85,2356.3
727.90,2425.7
727.95,2375.9
728.00,2396.2
728.05,2441.8
728.11,2561.4
728.16,2443.2
728.21,2514.6
728.26,2569.9
728.31,2448.2
728.37,2430.9
728.42,2414.0
728.47,2453.2
728.52,2403.5
728.57,2325.6
728.62,2252.4
728.68,2251.9
728.73,2245.5
728.78,2123.2
728.83,2144.2
728.88,2194.0
728.93,2124.8
728.99,2024.4
729.04,2014.2
729.09,2088.8
729.14,2089.8
729.19,2050.6
729.24,2051.1
729.30,2094.6
729.35,2106.2
729.40,2049.9
729.45,2030.6
729.50,2109.2
729.55,2083.6
729.61,2055.2
729.66,2059.5
729.71,2105.2
729.76,2089.7
729.81,2030.0
729.86,2070.3
729.92,2114.5
729.97,2099.7
730.02,2056.6
730.07,2111.2
730.12,2235.6
730.17,2234.5
730.22,2142.6
730.28,2200.8
730.33,2260.1
730.38,2232.7
730.43,2099.7
730.48,2078.9
730.53,2146.1
730.58,2092.7
730.64,2066.7
730.69,2094.1
730.74,2273.4
730.79,2317.4
730.84,2258.8
730.89,2334.6
730.94,2369.4
731.00,2406.5
731.05,2388.2
731.10,2431.6
731.15,2459.1
731.20,2413.3
731.25,2284.7
731.30,2207.9
731.36,2261.7
731.41,2185.6
731.46,2169.3
731.51,2177.0
731.56,2236.4
731.61,2224.8
731.66,2205.8
731.71,2189.2
731.77,2236.6
731.82,2288.0
731.87,2227.5
731.92,2337.6
731.97,2519.6
732.02,2520.5
732.07,2455.9
732.12,2610.2
732.18,2660.3
732.23,2636.4
732.28,2702.7
732.33,2701.8
732.38,2619.1
732.43,2566.6
732.48,2386.3
732.53,2285.4
732.59,2462.3
732.64,2549.2
732.69,2447.5
732.74,2426.8
732.79,2501.8
732.84,2424.3
732.89,2348.4
732.94,2370.0
732.99,2598.3
733.05,2628.3
733.10,2518.9
733.15,2491.2
733.20,2433.3
733.25,2454.6
733.30,2298.2
733.35,2247.2
733.40,2285.1
733.45,2418.5
733.50,2342.5
733.56,2190.6
733.61,2433.3
733.66,2401.1
733.71,2282.3
733.76,2271.2
733.81,2272.4
733.86,2350.5
733.91,2305.1
733.96,2235.7
734.01,2299.7
734.07,2382.8
734.12,2286.6
734.17,2202.8
734.22,2245.9
734.27,2301.9
734.32,2257.6
734.37,2259.3
734.42,2322.0
734.47,2306.8
734.52,2351.5
734.57,2362.1
734.63,2378.4
734.68,2406.8
734.73,2329.7
734.78,2300.4
734.83,2253.3
734.88,2196.9
734.93,2133.8
734.98,2124.8
735.03,2221.8
735.08,2132.2
735.13,2066.7
735.18,2145.4
735.23,2171.9
735.29,2210.9
735.34,2165.8
735.39,2169.7
735.44,2335.8
735.49,2302.7
735.54,2210.0
735.59,2280.9
735.64,2309.6
735.69,2239.6
735.74,2114.5
735.79,2117.5
735.84,2120.0
735.89,2168.6
735.94,2142.1
736.00,2033.2
736.05,2238.3
736.10,2195.6
736.15,2088.2
736.20,2057.8
736.25,2116.8
736.30,2120.1
736.35,1964.3
736.40,2021.6
736.45,2042.5
736.50,2079.1
736.55,2002.0
736.60,1980.2
736.65,2026.6
736.70,2067.7
736.75,2097.7
736.80,2033.7
736.85,2102.0
736.91,2185.7
736.96,2113.6
737.01,2159.9
737.06,2276.8
737.11,2222.9
737.16,2237.2
737.21,2294.9
737.26,2334.5
737.31,2282.2
737.36,2367.1
737.41,2399.9
737.46,2446.5
737.51,2526.4
737.56,2403.4
737.61,2442.7
737.66,2532.9
737.71,2459.3
737.76,2409.3
737.81,2512.7
737.86,2534.8
737.91,2475.6
737.96,2435.0
738.01,2420.8
738.06,2425.2
738.12,2408.4
738.17,2291.5
738.22,2260.4
738.27,2386.6
738.32,2458.5
738.37,2373.2
738.42,2358.7
738.47,2419.1
738.52,2319.4
738.57,2288.8
738.62,2243.8
738.67,2255.9
738.72,2296.4
738.77,2217.9
738.82,2174.6
738.87,2035.2
738.92,2082.8
738.97,2022.6
739.02,2086.2
739.07,2188.9
739.12,2069.4
739.17,2052.7
739.22,2051.6
739.27,2127.1
739.32,2131.6
739.37,2222.8
739.42,2206.9
739.47,2236.5
739.52,2181.0
739.57,2020.1
739.62,2073.7
739.67,2152.0
739.72,2156.3
739.77,2081.3
739.82,2121.0
739.87,2104.1
739.92,1999.6
739.97,1908.9
740.02,1959.3
740.07,2094.5
740.12,2082.8
740.17,2059.1
740.22,2066.7
740.27,2157.6
740.32,2114.1
740.37,2052.5
740.42,2093.6
740.47,2166.8
740.52,2174.1
740.57,2042.7
740.62,2160.6
740.67,2204.5
740.72,2181.9
740.77,2147.2
740.82,2127.6
740.87,2301.2
740.92,2339.1
740.97,2313.3
741.02,2307.5
741.07,2466.1
741.12,2409.8
741.17,2277.4
741.22,2358.9
741.27,2346.9
741.32,2390.7
741.37,2315.7
741.42,2247.5
741.47,2241.8
741.52,2227.2
741.57,2208.9
741.62,2157.4
741.67,2258.5
741.72,2230.8
741.77,2163.4
741.82,2180.5
741.87,2174.7
741.92,2210.7
741.97,2171.4
742.02,2180.3
742.07,2198.7
742.12,2158.3
742.16,2108.7
742.21,1943.0
742.26,2361.0
742.31,2240.0
742.36,1994.0
742.41,1758.0
