t,u_1,u_2
+75.97500E-03,-3.05113111E+00,+974.75750E-03
+76.00000E-03,-3.05007282E+00,+936.26088E-03
+76.02500E-03,-3.05028995E+00,+899.79059E-03
+76.05000E-03,-3.05089593E+00,+861.51131E-03
+76.07500E-03,-3.05181853E+00,+817.84498E-03
+76.10000E-03,-3.05237033E+00,+775.54536E-03
+76.12500E-03,-3.05296732E+00,+741.12515E-03
+76.15000E-03,-3.05313916E+00,+706.07011E-03
+76.17500E-03,-3.05317534E+00,+666.83387E-03
+76.20000E-03,-3.05395326E+00,+630.64488E-03
+76.22500E-03,-3.05573514E+00,+597.16538E-03
+76.25000E-03,-3.05599744E+00,+555.79880E-03
+76.27500E-03,-3.05596128E+00,+515.59766E-03
+76.30000E-03,-3.05615123E+00,+485.32618E-03
+76.32500E-03,-3.05758943E+00,+450.76967E-03
+76.35000E-03,-3.05751707E+00,+412.73935E-03
+76.37500E-03,-3.05857532E+00,+376.62274E-03
+76.40000E-03,-3.05805074E+00,+346.77758E-03
+76.42500E-03,-3.05848489E+00,+306.32731E-03
+76.45000E-03,-3.05835827E+00,+281.53935E-03
+76.47500E-03,-3.06012211E+00,+245.70427E-03
+76.50000E-03,-3.06052007E+00,+210.67310E-03
+76.52500E-03,-3.06062863E+00,+182.82166E-03
+76.55000E-03,-3.06050197E+00,+147.80688E-03
+76.57500E-03,-3.05966980E+00,+116.43382E-03
+76.60000E-03,-3.06034820E+00,+85.51127E-03
+76.62500E-03,-3.06124367E+00,+52.28120E-03
+76.65000E-03,-3.06152410E+00,+25.40260E-03
+76.67500E-03,-3.06255524E+00,-6.66953E-03
+76.70000E-03,-3.06187685E+00,-37.85770E-03
+76.72500E-03,-3.06255524E+00,-65.87759E-03
+76.75000E-03,-3.06287185E+00,-99.83944E-03
+76.77500E-03,-3.06249191E+00,-120.93692E-03
+76.80000E-03,-3.06391203E+00,-155.44542E-03
+76.82500E-03,-3.06421053E+00,-178.15106E-03
+76.85000E-03,-3.06462661E+00,-212.00821E-03
+76.87500E-03,-3.06526883E+00,-240.18131E-03
+76.90000E-03,-3.06575725E+00,-265.76495E-03
+76.92500E-03,-3.06670702E+00,-290.89882E-03
+76.95000E-03,-3.06697838E+00,-316.82826E-03
+76.97500E-03,-3.06810898E+00,-342.66161E-03
+77.00000E-03,-3.06829894E+00,-371.15598E-03
+77.02500E-03,-3.06777435E+00,-404.49875E-03
+77.05000E-03,-3.06883265E+00,-425.60417E-03
+77.07500E-03,-3.06862457E+00,-456.53494E-03
+77.10000E-03,-3.06856128E+00,-474.34384E-03
+77.12500E-03,-3.06870598E+00,-500.68369E-03
+77.15000E-03,-3.06899546E+00,-525.25446E-03
+77.17500E-03,-3.07026178E+00,-553.33895E-03
+77.20000E-03,-3.07133817E+00,-575.58605E-03
+77.22500E-03,-3.07165473E+00,-599.30479E-03
+77.25000E-03,-3.07110297E+00,-624.14083E-03
+77.27500E-03,-3.07064171E+00,-645.08567E-03
+77.30000E-03,-3.06834415E+00,-672.43831E-03
+77.32500E-03,-3.06496125E+00,-688.69568E-03
+77.35000E-03,-3.06324267E+00,-716.22542E-03
+77.37500E-03,-3.06364072E+00,-731.91970E-03
+77.40000E-03,-3.06307084E+00,-756.10485E-03
+77.42500E-03,-3.06276331E+00,-779.10766E-03
+77.45000E-03,-3.06383966E+00,-796.17719E-03
+77.47500E-03,-3.06410197E+00,-824.50269E-03
+77.50000E-03,-3.06459040E+00,-840.18119E-03
+77.52500E-03,-3.06489799E+00,-869.98622E-03
+77.55000E-03,-3.06465371E+00,-884.62721E-03
+77.57500E-03,-3.06470802E+00,-902.37217E-03
+77.60000E-03,-3.06468995E+00,-928.44636E-03
+77.62500E-03,-3.06522358E+00,-941.48765E-03
+77.65000E-03,-3.06510605E+00,-968.63939E-03
+77.67500E-03,-3.06634521E+00,-985.57196E-03
+77.70000E-03,-3.06714117E+00,-1.00786763E+00
+77.72500E-03,-3.06765676E+00,-1.03074988E+00
+77.75000E-03,-3.06743970E+00,-1.04609067E+00
+77.77500E-03,-3.06819950E+00,-1.07037207E+00
+77.80000E-03,-3.06779245E+00,-1.08810867E+00
+77.82500E-03,-3.06792813E+00,-1.10611886E+00
+77.85000E-03,-3.06876930E+00,-1.12897707E+00
+77.87500E-03,-3.06902259E+00,-1.14313580E+00
+77.90000E-03,-3.06870604E+00,-1.16142735E+00
+77.92500E-03,-3.06926685E+00,-1.18447854E+00
+77.95000E-03,-3.07004470E+00,-1.19586347E+00
+77.97500E-03,-3.07049693E+00,-1.21620525E+00
+78.00000E-03,-3.07128390E+00,-1.23760814E+00
+78.02500E-03,-3.07077735E+00,-1.24755386E+00
+78.05000E-03,-3.07125676E+00,-1.26678616E+00
+78.07500E-03,-3.07166382E+00,-1.28716797E+00
+78.10000E-03,-3.07224267E+00,-1.29767652E+00
+78.12500E-03,-3.07182661E+00,-1.31636203E+00
+78.15000E-03,-3.07198039E+00,-1.33759613E+00
+78.17500E-03,-3.07242357E+00,-1.35131268E+00
+78.20000E-03,-3.07273112E+00,-1.37085046E+00
+78.22500E-03,-3.07295725E+00,-1.39028353E+00
+78.25000E-03,-3.07349994E+00,-1.39917595E+00
+78.27500E-03,-3.07300252E+00,-1.41149370E+00
+78.30000E-03,-3.07378039E+00,-1.43352381E+00
+78.32500E-03,-3.07379847E+00,-1.44711163E+00
+78.35000E-03,-3.07451302E+00,-1.45946946E+00
+78.37500E-03,-3.07417837E+00,-1.47917610E+00
+78.40000E-03,-3.07415120E+00,-1.49648653E+00
+78.42500E-03,-3.07325578E+00,-1.50640013E+00
+78.45000E-03,-3.07365373E+00,-1.52457105E+00
+78.47500E-03,-3.07290299E+00,-1.54328860E+00
+78.50000E-03,-3.07331907E+00,-1.55326638E+00
+78.52500E-03,-3.07290302E+00,-1.56525443E+00
+78.55000E-03,-3.07451300E+00,-1.58297509E+00
+78.57500E-03,-3.07456731E+00,-1.59870965E+00
+78.60000E-03,-3.07519145E+00,-1.60850262E+00
+78.62500E-03,-3.07521856E+00,-1.62305554E+00
+78.65000E-03,-3.07567082E+00,-1.64125847E+00
+78.67500E-03,-3.07589695E+00,-1.65229757E+00
+78.70000E-03,-3.07575221E+00,-1.66164835E+00
+78.72500E-03,-3.07537231E+00,-1.67587965E+00
+78.75000E-03,-3.07589695E+00,-1.69545741E+00
+78.77500E-03,-3.07677440E+00,-1.70568447E+00
+78.80000E-03,-3.07507385E+00,-1.71608055E+00
+78.82500E-03,-3.07555323E+00,-1.73382527E+00
+78.85000E-03,-3.07523668E+00,-1.74781521E+00
+78.87500E-03,-3.07585176E+00,-1.75660310E+00
+78.90000E-03,-3.07548996E+00,-1.76372675E+00
+78.92500E-03,-3.07634921E+00,-1.77675996E+00
+78.95000E-03,-3.07663865E+00,-1.79222125E+00
+78.97500E-03,-3.07742556E+00,-1.80412068E+00
+79.00000E-03,-3.07788692E+00,-1.81055279E+00
+79.02500E-03,-3.07673818E+00,-1.81898708E+00
+79.05000E-03,-3.07791403E+00,-1.83368458E+00
+79.07500E-03,-3.07766983E+00,-1.84843024E+00
+79.10000E-03,-3.07786879E+00,-1.85899505E+00
+79.12500E-03,-3.07806782E+00,-1.86683429E+00
+79.15000E-03,-3.07793213E+00,-1.88006854E+00
+79.17500E-03,-3.07764267E+00,-1.89512773E+00
+79.20000E-03,-3.07833010E+00,-1.90717998E+00
+79.22500E-03,-3.07840246E+00,-1.91325837E+00
+79.25000E-03,-3.07883665E+00,-1.92106539E+00
+79.27500E-03,-3.07809493E+00,-1.93494287E+00
+79.30000E-03,-3.07896326E+00,-1.94874788E+00
+79.32500E-03,-3.07906278E+00,-1.95901515E+00
+79.35000E-03,-3.07909897E+00,-1.96666941E+00
+79.37500E-03,-3.07883669E+00,-1.97485445E+00
+79.40000E-03,-3.08008492E+00,-1.98902127E+00
+79.42500E-03,-3.07928891E+00,-2.00223127E+00
+79.45000E-03,-3.07995824E+00,-2.01106740E+00
+79.47500E-03,-3.07990401E+00,-2.01766038E+00
+79.50000E-03,-3.08105272E+00,-2.02594987E+00
+79.52500E-03,-3.07974117E+00,-2.03788956E+00
+79.55000E-03,-3.08087183E+00,-2.05082626E+00
+79.57500E-03,-3.08061860E+00,-2.06008849E+00
+79.60000E-03,-3.08077234E+00,-2.06672168E+00
+79.62500E-03,-3.08155026E+00,-2.07254279E+00
+79.65000E-03,-3.08098940E+00,-2.08201417E+00
+79.67500E-03,-3.08155022E+00,-2.09253079E+00
+79.70000E-03,-3.08088991E+00,-2.10466343E+00
+79.72500E-03,-3.08081756E+00,-2.11300910E+00
+79.75000E-03,-3.08082663E+00,-2.11841215E+00
+79.77500E-03,-3.08125170E+00,-2.12421714E+00
+79.80000E-03,-3.08103463E+00,-2.13251466E+00
+79.82500E-03,-3.08152307E+00,-2.14395592E+00
+79.85000E-03,-3.08090797E+00,-2.15563027E+00
+79.87500E-03,-3.08096226E+00,-2.16416089E+00
+79.90000E-03,-3.08109796E+00,-2.16969256E+00
+79.92500E-03,-3.08087183E+00,-2.17590764E+00
+79.95000E-03,-3.08191207E+00,-2.18339307E+00
+79.97500E-03,-3.08193010E+00,-2.19587947E+00
+80.00000E-03,-3.08200249E+00,-2.20560816E+00
+80.02500E-03,-3.08192104E+00,-2.21479805E+00
+80.05000E-03,-3.08275323E+00,-2.21954976E+00
+80.07500E-03,-3.08212008E+00,-2.22455085E+00
+80.10000E-03,-3.08261757E+00,-2.23079808E+00
+80.12500E-03,-3.08313313E+00,-2.24018098E+00
+80.15000E-03,-3.08311503E+00,-2.25032773E+00
+80.17500E-03,-3.08361252E+00,-2.25999205E+00
+80.20000E-03,-3.08284370E+00,-2.26686639E+00
+80.22500E-03,-3.08313313E+00,-2.27115981E+00
+80.25000E-03,-3.08367586E+00,-2.27575887E+00
+80.27500E-03,-3.08358540E+00,-2.28162017E+00
+80.30000E-03,-3.08332307E+00,-2.29028756E+00
+80.32500E-03,-3.08292508E+00,-2.30123028E+00
+80.35000E-03,-3.08341353E+00,-2.30949555E+00
+80.37500E-03,-3.08281651E+00,-2.31728652E+00
+80.40000E-03,-3.08262664E+00,-2.32194174E+00
+80.42500E-03,-3.08226476E+00,-2.32612262E+00
+80.45000E-03,-3.08205677E+00,-2.32966842E+00
+80.47500E-03,-3.08201152E+00,-2.33681612E+00
+80.50000E-03,-3.08259044E+00,-2.34506541E+00
+80.52500E-03,-3.08193915E+00,-2.35470560E+00
+80.55000E-03,-3.08199345E+00,-2.36275385E+00
+80.57500E-03,-3.08221959E+00,-2.36935478E+00
+80.60000E-03,-3.08241855E+00,-2.37360808E+00
+80.62500E-03,-3.08177638E+00,-2.37726639E+00
+80.65000E-03,-3.08230095E+00,-2.38200208E+00
+80.67500E-03,-3.08207483E+00,-2.38847442E+00
+80.70000E-03,-3.08223768E+00,-2.39688446E+00
+80.72500E-03,-3.08224673E+00,-2.40532671E+00
+80.75000E-03,-3.08227385E+00,-2.41244229E+00
+80.77500E-03,-3.08245474E+00,-2.41893071E+00
+80.80000E-03,-3.08285275E+00,-2.42324825E+00
+80.82500E-03,-3.08259047E+00,-2.42677793E+00
+80.85000E-03,-3.08303365E+00,-2.42960004E+00
+80.87500E-03,-3.08308788E+00,-2.43346736E+00
+80.90000E-03,-3.08306985E+00,-2.43932062E+00
+80.92500E-03,-3.08297940E+00,-2.44596993E+00
+80.95000E-03,-3.08356731E+00,-2.45442825E+00
+80.97500E-03,-3.08341353E+00,-2.46165635E+00
+81.00000E-03,-3.08381157E+00,-2.46804024E+00
+81.02500E-03,-3.08318737E+00,-2.47307341E+00
+81.05000E-03,-3.08313313E+00,-2.47632967E+00
+81.07500E-03,-3.08373009E+00,-2.47944926E+00
+81.10000E-03,-3.08290700E+00,-2.48315581E+00
+81.12500E-03,-3.08308787E+00,-2.48701511E+00
+81.15000E-03,-3.08335926E+00,-2.49228144E+00
+81.17500E-03,-3.08381153E+00,-2.49902723E+00
+81.20000E-03,-3.08313313E+00,-2.50702720E+00
+81.22500E-03,-3.08381153E+00,-2.51280006E+00
+81.25000E-03,-3.08335927E+00,-2.51937693E+00
+81.27500E-03,-3.08419144E+00,-2.52357392E+00
+81.30000E-03,-3.08426379E+00,-2.52662919E+00
+81.32500E-03,-3.08413713E+00,-2.52884829E+00
+81.35000E-03,-3.08358540E+00,-2.53143718E+00
+81.37500E-03,-3.08340450E+00,-2.53473368E+00
+81.40000E-03,-3.08383869E+00,-2.53852065E+00
+81.42500E-03,-3.08398340E+00,-2.54355381E+00
+81.45000E-03,-3.08362161E+00,-2.54896490E+00
+81.47500E-03,-3.08376635E+00,-2.55551762E+00
+81.50000E-03,-3.08358540E+00,-2.56211058E+00
+81.52500E-03,-3.08398338E+00,-2.56734481E+00
+81.55000E-03,-3.08443562E+00,-2.57252265E+00
+81.57500E-03,-3.08367580E+00,-2.57619701E+00
+81.60000E-03,-3.08420953E+00,-2.57942915E+00
+81.62500E-03,-3.08390197E+00,-2.58196992E+00
+81.65000E-03,-3.08426379E+00,-2.58485631E+00
+81.67500E-03,-3.08426379E+00,-2.58808048E+00
+81.70000E-03,-3.08431808E+00,-2.59197998E+00
+81.72500E-03,-3.08448992E+00,-2.59655477E+00
+81.75000E-03,-3.08494218E+00,-2.60311563E+00
+81.77500E-03,-3.08510497E+00,-2.60921821E+00
+81.80000E-03,-3.08505073E+00,-2.61442016E+00
+81.82500E-03,-3.08456229E+00,-2.61960604E+00
+81.85000E-03,-3.08497837E+00,-2.62372267E+00
+81.87500E-03,-3.08516831E+00,-2.62711561E+00
+81.90000E-03,-3.08539444E+00,-2.63087036E+00
+81.92500E-03,-3.08539444E+00,-2.63308947E+00
+81.95000E-03,-3.08550297E+00,-2.63608044E+00
+81.97500E-03,-3.08516831E+00,-2.63853270E+00
+82.00000E-03,-3.08553010E+00,-2.64255279E+00
+82.02500E-03,-3.08604567E+00,-2.64644425E+00
+82.05000E-03,-3.08547582E+00,-2.65076183E+00
+82.07500E-03,-3.08500549E+00,-2.65609248E+00
+82.10000E-03,-3.08572006E+00,-2.66049052E+00
+82.12500E-03,-3.08562057E+00,-2.66586931E+00
+82.15000E-03,-3.08556629E+00,-2.67093466E+00
+82.17500E-03,-3.08539444E+00,-2.67386136E+00
+82.20000E-03,-3.08539444E+00,-2.67730254E+00
+82.22500E-03,-3.08567483E+00,-2.67958596E+00
+82.25000E-03,-3.08566577E+00,-2.68178894E+00
+82.27500E-03,-3.08590093E+00,-2.68259296E+00
+82.30000E-03,-3.08523164E+00,-2.68433773E+00
+82.32500E-03,-3.08601854E+00,-2.68580904E+00
+82.35000E-03,-3.08561154E+00,-2.68740101E+00
+82.37500E-03,-3.08566579E+00,-2.68962813E+00
+82.40000E-03,-3.08568391E+00,-2.69209649E+00
+82.42500E-03,-3.08561155E+00,-2.69614074E+00
+82.45000E-03,-3.08584670E+00,-2.69839200E+00
+82.47500E-03,-3.08588289E+00,-2.70302314E+00
+82.50000E-03,-3.08607284E+00,-2.70691462E+00
+82.52500E-03,-3.08603666E+00,-2.71117592E+00
+82.55000E-03,-3.08577435E+00,-2.71624931E+00
+82.57500E-03,-3.08595523E+00,-2.71920810E+00
+82.60000E-03,-3.08584670E+00,-2.72308344E+00
+82.62500E-03,-3.08629896E+00,-2.72556787E+00
+82.65000E-03,-3.08629896E+00,-2.72920197E+00
+82.67500E-03,-3.08621759E+00,-2.73113973E+00
+82.70000E-03,-3.08597331E+00,-2.73336687E+00
+82.72500E-03,-3.08629896E+00,-2.73496683E+00
+82.75000E-03,-3.08634417E+00,-2.73662312E+00
+82.77500E-03,-3.08612711E+00,-2.73947738E+00
+82.80000E-03,-3.08628086E+00,-2.74138296E+00
+82.82500E-03,-3.08543060E+00,-2.74459101E+00
+82.85000E-03,-3.08591005E+00,-2.74662517E+00
+82.87500E-03,-3.08602759E+00,-2.74964829E+00
+82.90000E-03,-3.08637136E+00,-2.75255885E+00
+82.92500E-03,-3.08629896E+00,-2.75710155E+00
+82.95000E-03,-3.08655224E+00,-2.76047842E+00
+82.97500E-03,-3.08628993E+00,-2.76418493E+00
+83.00000E-03,-3.08620848E+00,-2.76709550E+00
+83.02500E-03,-3.08621757E+00,-2.77083416E+00
+83.05000E-03,-3.08675122E+00,-2.77395375E+00
+83.07500E-03,-3.08645272E+00,-2.77664728E+00
+83.10000E-03,-3.08671503E+00,-2.77910754E+00
+83.12500E-03,-3.08697731E+00,-2.78168841E+00
+83.15000E-03,-3.08645275E+00,-2.78246030E+00
+83.17500E-03,-3.08629896E+00,-2.78397187E+00
+83.20000E-03,-3.08641656E+00,-2.78521005E+00
+83.22500E-03,-3.08652509E+00,-2.78585328E+00
+83.25000E-03,-3.08629896E+00,-2.78775879E+00
+83.27500E-03,-3.08650698E+00,-2.78872361E+00
+83.30000E-03,-3.08612708E+00,-2.78932662E+00
+83.32500E-03,-3.08672413E+00,-2.79124821E+00
+83.35000E-03,-3.08662458E+00,-2.79241412E+00
+83.37500E-03,-3.08634422E+00,-2.79398997E+00
+83.40000E-03,-3.08623568E+00,-2.79559803E+00
+83.42500E-03,-3.08633517E+00,-2.79818693E+00
+83.45000E-03,-3.08650701E+00,-2.80008447E+00
+83.47500E-03,-3.08726683E+00,-2.80285027E+00
+83.50000E-03,-3.08657034E+00,-2.80528641E+00
+83.52500E-03,-3.08700447E+00,-2.80685431E+00
+83.55000E-03,-3.08726681E+00,-2.81005430E+00
+83.57500E-03,-3.08612713E+00,-2.81314174E+00
+83.60000E-03,-3.08653413E+00,-2.81602817E+00
+83.62500E-03,-3.08697736E+00,-2.81903522E+00
+83.65000E-03,-3.08705875E+00,-2.82075576E+00
+83.67500E-03,-3.08709493E+00,-2.82369046E+00
+83.70000E-03,-3.08629896E+00,-2.82624722E+00
+83.72500E-03,-3.08629896E+00,-2.82738091E+00
+83.75000E-03,-3.08742962E+00,-2.82932663E+00
+83.77500E-03,-3.08697736E+00,-2.83079796E+00
+83.80000E-03,-3.08721256E+00,-2.83255884E+00
+83.82500E-03,-3.08723069E+00,-2.83395780E+00
+83.85000E-03,-3.08707690E+00,-2.83482613E+00
+83.87500E-03,-3.08711307E+00,-2.83632159E+00
+83.90000E-03,-3.08719443E+00,-2.83718192E+00
+83.92500E-03,-3.08706786E+00,-2.83772061E+00
+83.95000E-03,-3.08697736E+00,-2.83955380E+00
+83.97500E-03,-3.08737530E+00,-2.84031761E+00
+84.00000E-03,-3.08697741E+00,-2.84138692E+00
+84.02500E-03,-3.08725777E+00,-2.84279396E+00
+84.05000E-03,-3.08695925E+00,-2.84339697E+00
+84.07500E-03,-3.08805377E+00,-2.84510960E+00
+84.10000E-03,-3.08680548E+00,-2.84676583E+00
+84.12500E-03,-3.08724868E+00,-2.84838193E+00
+84.15000E-03,-3.08762863E+00,-2.85132462E+00
+84.17500E-03,-3.08723067E+00,-2.85218490E+00
+84.20000E-03,-3.08777329E+00,-2.85457290E+00
+84.22500E-03,-3.08722155E+00,-2.85604423E+00
+84.25000E-03,-3.08806279E+00,-2.85827140E+00
+84.27500E-03,-3.08771909E+00,-2.86101306E+00
+84.30000E-03,-3.08754719E+00,-2.86266940E+00
+84.32500E-03,-3.08734823E+00,-2.86537886E+00
+84.35000E-03,-3.08769194E+00,-2.86684224E+00
+84.37500E-03,-3.08697736E+00,-2.86892465E+00
+84.40000E-03,-3.08727582E+00,-2.86965623E+00
+84.42500E-03,-3.08759248E+00,-2.87355580E+00
+84.45000E-03,-3.08732109E+00,-2.87506736E+00
+84.47500E-03,-3.08720349E+00,-2.87690855E+00
+84.50000E-03,-3.08702259E+00,-2.87885428E+00
+84.52500E-03,-3.08784565E+00,-2.87977888E+00
+84.55000E-03,-3.08757437E+00,-2.88138692E+00
+84.57500E-03,-3.08775527E+00,-2.88270550E+00
+84.60000E-03,-3.08780955E+00,-2.88388742E+00
+84.62500E-03,-3.08774615E+00,-2.88512561E+00
+84.65000E-03,-3.08736633E+00,-2.88686231E+00
+84.67500E-03,-3.08739341E+00,-2.88721607E+00
+84.70000E-03,-3.08722156E+00,-2.88800402E+00
+84.72500E-03,-3.08709497E+00,-2.88857487E+00
+84.75000E-03,-3.08738437E+00,-2.88970852E+00
+84.77500E-03,-3.08793610E+00,-2.89098696E+00
+84.80000E-03,-3.08726681E+00,-2.89163818E+00
+84.82500E-03,-3.08805371E+00,-2.89241807E+00
+84.85000E-03,-3.08809897E+00,-2.89243417E+00
+84.87500E-03,-3.08765575E+00,-2.89449249E+00
+84.90000E-03,-3.08786382E+00,-2.89492661E+00
+84.92500E-03,-3.08833414E+00,-2.89564224E+00
+84.95000E-03,-3.08789089E+00,-2.89700098E+00
+84.97500E-03,-3.08845169E+00,-2.89790151E+00
+85.00000E-03,-3.08742962E+00,-2.89867338E+00
+85.02500E-03,-3.08810801E+00,-2.90012064E+00
+85.05000E-03,-3.08856935E+00,-2.90163219E+00
+85.07500E-03,-3.08811708E+00,-2.90240404E+00
+85.10000E-03,-3.08757433E+00,-2.90470351E+00
+85.12500E-03,-3.08828890E+00,-2.90574874E+00
+85.15000E-03,-3.08789999E+00,-2.90709141E+00
+85.17500E-03,-3.08785475E+00,-2.90935073E+00
+85.20000E-03,-3.08833414E+00,-2.91083023E+00
+85.22500E-03,-3.08730297E+00,-2.91296885E+00
+85.25000E-03,-3.08779147E+00,-2.91346737E+00
+85.27500E-03,-3.08764675E+00,-2.91429550E+00
+85.30000E-03,-3.08791808E+00,-2.91647443E+00
+85.32500E-03,-3.08746577E+00,-2.91852464E+00
+85.35000E-03,-3.08833414E+00,-2.91948950E+00
+85.37500E-03,-3.08779144E+00,-2.92070352E+00
+85.40000E-03,-3.08833414E+00,-2.92207839E+00
+85.42500E-03,-3.08856027E+00,-2.92287441E+00
+85.45000E-03,-3.08845168E+00,-2.92453061E+00
+85.47500E-03,-3.08768285E+00,-2.92501304E+00
+85.50000E-03,-3.08733907E+00,-2.92737688E+00
+85.52500E-03,-3.08763769E+00,-2.92833370E+00
+85.55000E-03,-3.08798141E+00,-2.92902511E+00
+85.57500E-03,-3.08802663E+00,-2.93029548E+00
+85.60000E-03,-3.08810801E+00,-2.93093067E+00
+85.62500E-03,-3.08765576E+00,-2.93224123E+00
+85.65000E-03,-3.08758341E+00,-2.93318192E+00
+85.67500E-03,-3.08780045E+00,-2.93392162E+00
+85.70000E-03,-3.08833414E+00,-2.93486232E+00
+85.72500E-03,-3.08780046E+00,-2.93538490E+00
+85.75000E-03,-3.08824366E+00,-2.93541712E+00
+85.77500E-03,-3.08765575E+00,-2.93626935E+00
+85.80000E-03,-3.08847890E+00,-2.93729043E+00
+85.82500E-03,-3.08742962E+00,-2.93852862E+00
+85.85000E-03,-3.08760143E+00,-2.93909951E+00
+85.87500E-03,-3.08819847E+00,-2.93943720E+00
+85.90000E-03,-3.08810801E+00,-2.93993563E+00
+85.92500E-03,-3.08831604E+00,-2.94043413E+00
+85.95000E-03,-3.08791803E+00,-2.94028140E+00
+85.97500E-03,-3.08816227E+00,-2.94047432E+00
+86.00000E-03,-3.08774625E+00,-2.94196983E+00
+86.02500E-03,-3.08823463E+00,-2.94249245E+00
+86.05000E-03,-3.08781855E+00,-2.94278188E+00
+86.07500E-03,-3.08808086E+00,-2.94372261E+00
+86.10000E-03,-3.08875027E+00,-2.94330450E+00
+86.12500E-03,-3.08815328E+00,-2.94385930E+00
+86.15000E-03,-3.08831609E+00,-2.94402814E+00
+86.17500E-03,-3.08807193E+00,-2.94509750E+00
+86.20000E-03,-3.08840651E+00,-2.94570853E+00
+86.22500E-03,-3.08871401E+00,-2.94580505E+00
+86.25000E-03,-3.08810800E+00,-2.94691457E+00
+86.27500E-03,-3.08791805E+00,-2.94708342E+00
+86.30000E-03,-3.08827087E+00,-2.94738088E+00
+86.32500E-03,-3.08810801E+00,-2.94902914E+00
+86.35000E-03,-3.08804472E+00,-2.94912562E+00
+86.37500E-03,-3.08842462E+00,-2.94964826E+00
+86.40000E-03,-3.08812612E+00,-2.95055681E+00
+86.42500E-03,-3.08813513E+00,-2.95131256E+00
+86.45000E-03,-3.08839744E+00,-2.95188342E+00
+86.47500E-03,-3.08818033E+00,-2.95279199E+00
+86.50000E-03,-3.08824374E+00,-2.95378897E+00
+86.52500E-03,-3.08862355E+00,-2.95414275E+00
+86.55000E-03,-3.08871399E+00,-2.95569442E+00
+86.57500E-03,-3.08842453E+00,-2.95532463E+00
+86.60000E-03,-3.08850601E+00,-2.95717390E+00
+86.62500E-03,-3.08865077E+00,-2.95801006E+00
+86.65000E-03,-3.08820752E+00,-2.95859695E+00
+86.67500E-03,-3.08843361E+00,-2.95989147E+00
+86.70000E-03,-3.08836129E+00,-2.96078391E+00
+86.72500E-03,-3.08812607E+00,-2.96175682E+00
+86.75000E-03,-3.08824371E+00,-2.96235181E+00
+86.77500E-03,-3.08876835E+00,-2.96246430E+00
+86.80000E-03,-3.08865079E+00,-2.96388746E+00
+86.82500E-03,-3.08901253E+00,-2.96467534E+00
+86.85000E-03,-3.08890395E+00,-2.96597787E+00
+86.87500E-03,-3.08833414E+00,-2.96681400E+00
+86.90000E-03,-3.08904870E+00,-2.96755378E+00
+86.92500E-03,-3.08840649E+00,-2.96809247E+00
+86.95000E-03,-3.08900346E+00,-2.96873570E+00
+86.97500E-03,-3.08825272E+00,-2.97015877E+00
+87.00000E-03,-3.08783664E+00,-2.97087443E+00
+87.02500E-03,-3.08856027E+00,-2.97262710E+00
+87.05000E-03,-3.08875928E+00,-2.97266731E+00
+87.07500E-03,-3.08797227E+00,-2.97376077E+00
+87.10000E-03,-3.08856027E+00,-2.97407438E+00
+87.12500E-03,-3.08896727E+00,-2.97461308E+00
+87.15000E-03,-3.08918438E+00,-2.97540103E+00
+87.17500E-03,-3.08894012E+00,-2.97535282E+00
+87.20000E-03,-3.08810801E+00,-2.97683217E+00
+87.22500E-03,-3.08776426E+00,-2.97803020E+00
+87.25000E-03,-3.08806276E+00,-2.97823112E+00
+87.27500E-03,-3.08818041E+00,-2.97889846E+00
+87.30000E-03,-3.08882254E+00,-2.97953367E+00
+87.32500E-03,-3.08873210E+00,-2.98008039E+00
+87.35000E-03,-3.08837027E+00,-2.98145531E+00
+87.37500E-03,-3.08851506E+00,-2.98108541E+00
+87.40000E-03,-3.08923866E+00,-2.98221909E+00
+87.42500E-03,-3.08878640E+00,-2.98184935E+00
+87.45000E-03,-3.08750199E+00,-2.98268545E+00
+87.47500E-03,-3.08853304E+00,-2.98313561E+00
+87.50000E-03,-3.08810802E+00,-2.98289452E+00
+87.52500E-03,-3.08885874E+00,-2.98400404E+00
+87.55000E-03,-3.08864170E+00,-2.98463112E+00
+87.57500E-03,-3.08833414E+00,-2.98460703E+00
+87.60000E-03,-3.08870498E+00,-2.98549141E+00
+87.62500E-03,-3.08828890E+00,-2.98502515E+00
+87.65000E-03,-3.08831602E+00,-2.98669745E+00
+87.67500E-03,-3.08810801E+00,-2.98658488E+00
+87.70000E-03,-3.08824375E+00,-2.98717996E+00
+87.72500E-03,-3.08836130E+00,-2.98785530E+00
+87.75000E-03,-3.08806281E+00,-2.98755775E+00
+87.77500E-03,-3.08855128E+00,-2.98787133E+00
+87.80000E-03,-3.08812611E+00,-2.98845823E+00
+87.82500E-03,-3.08814416E+00,-2.98813666E+00
+87.85000E-03,-3.08862363E+00,-2.98907739E+00
+87.87500E-03,-3.08846983E+00,-2.98904523E+00
+87.90000E-03,-3.08878640E+00,-2.98918997E+00
+87.92500E-03,-3.08852413E+00,-2.99013064E+00
+87.95000E-03,-3.08776434E+00,-2.98995377E+00
+87.97500E-03,-3.08828898E+00,-2.99092663E+00
+88.00000E-03,-3.08819843E+00,-2.99085428E+00
+88.02500E-03,-3.08856027E+00,-2.99073366E+00
+88.05000E-03,-3.08765575E+00,-2.99083817E+00
