t,u_1,u_2
+76.217500E-03,-3.089240983E+00,-3.057227336E+00
+76.220000E-03,-3.089980096E+00,-3.057102945E+00
+76.222500E-03,-3.088938366E+00,-3.057577955E+00
+76.225000E-03,-3.089480495E+00,-3.058543901E+00
+76.227500E-03,-3.090042154E+00,-3.058394865E+00
+76.230000E-03,-3.090506791E+00,-3.059578551E+00
+76.232500E-03,-3.089874572E+00,-3.059104007E+00
+76.235000E-03,-3.090732864E+00,-3.060490556E+00
+76.237500E-03,-3.090007187E+00,-3.060763519E+00
+76.240000E-03,-3.091020463E+00,-3.060880003E+00
+76.242500E-03,-3.089824272E+00,-3.061969870E+00
+76.245000E-03,-3.090260452E+00,-3.060607976E+00
+76.247500E-03,-3.090281981E+00,-3.062476150E+00
+76.250000E-03,-3.091308481E+00,-3.062631342E+00
+76.252500E-03,-3.091189201E+00,-3.062212030E+00
+76.255000E-03,-3.091099018E+00,-3.061986151E+00
+76.257500E-03,-3.090894680E+00,-3.062640540E+00
+76.260000E-03,-3.091767362E+00,-3.063076250E+00
+76.262500E-03,-3.090921970E+00,-3.062943837E+00
+76.265000E-03,-3.089291302E+00,-3.063590320E+00
+76.267500E-03,-3.091041247E+00,-3.063800857E+00
+76.270000E-03,-3.091611630E+00,-3.063769347E+00
+76.272500E-03,-3.091274370E+00,-3.063340599E+00
+76.275000E-03,-3.091731764E+00,-3.064540451E+00
+76.277500E-03,-3.091527209E+00,-3.064641232E+00
+76.280000E-03,-3.090894794E+00,-3.064516965E+00
+76.282500E-03,-3.090379401E+00,-3.064041958E+00
+76.285000E-03,-3.091351114E+00,-3.065015814E+00
+76.287500E-03,-3.091133670E+00,-3.065046969E+00
+76.290000E-03,-3.090978142E+00,-3.064969199E+00
+76.292500E-03,-3.091540525E+00,-3.065320896E+00
+76.295000E-03,-3.091527317E+00,-3.065576856E+00
+76.297500E-03,-3.092181481E+00,-3.065717416E+00
+76.300000E-03,-3.091344079E+00,-3.065397471E+00
+76.302500E-03,-3.091963066E+00,-3.066067560E+00
+76.305000E-03,-3.092208863E+00,-3.065849230E+00
+76.307500E-03,-3.091647351E+00,-3.065288786E+00
+76.310000E-03,-3.093846971E+00,-3.066596607E+00
+76.312500E-03,-3.092540167E+00,-3.065748455E+00
+76.315000E-03,-3.091033659E+00,-3.066761259E+00
+76.317500E-03,-3.092581615E+00,-3.066518837E+00
+76.320000E-03,-3.091858409E+00,-3.066246948E+00
+76.322500E-03,-3.092139380E+00,-3.067056878E+00
+76.325000E-03,-3.091414320E+00,-3.067267422E+00
+76.327500E-03,-3.091309011E+00,-3.067142799E+00
+76.330000E-03,-3.092440360E+00,-3.066744957E+00
+76.332500E-03,-3.092780788E+00,-3.066916435E+00
+76.335000E-03,-3.091716722E+00,-3.067134769E+00
+76.337500E-03,-3.092716595E+00,-3.066643701E+00
+76.340000E-03,-3.093263471E+00,-3.067507908E+00
+76.342500E-03,-3.092511806E+00,-3.067368681E+00
+76.345000E-03,-3.091808729E+00,-3.067859141E+00
+76.347500E-03,-3.091336159E+00,-3.066611934E+00
+76.350000E-03,-3.092223253E+00,-3.067656141E+00
+76.352500E-03,-3.092033413E+00,-3.067586407E+00
+76.355000E-03,-3.092941282E+00,-3.067920842E+00
+76.357500E-03,-3.094444707E+00,-3.068286309E+00
+76.360000E-03,-3.092716046E+00,-3.067687663E+00
+76.362500E-03,-3.092891371E+00,-3.067890667E+00
+76.365000E-03,-3.091858643E+00,-3.067804867E+00
+76.367500E-03,-3.093517723E+00,-3.068193453E+00
+76.370000E-03,-3.092111911E+00,-3.067959908E+00
+76.372500E-03,-3.093300188E+00,-3.067493557E+00
+76.375000E-03,-3.093947090E+00,-3.067501100E+00
+76.377500E-03,-3.094222578E+00,-3.068186404E+00
+76.380000E-03,-3.092532797E+00,-3.067898213E+00
+76.382500E-03,-3.093694271E+00,-3.068186157E+00
+76.385000E-03,-3.092652618E+00,-3.068614673E+00
+76.387500E-03,-3.092435983E+00,-3.068396707E+00
+76.390000E-03,-3.093785617E+00,-3.068668948E+00
+76.392500E-03,-3.094018115E+00,-3.068817186E+00
+76.395000E-03,-3.092625600E+00,-3.068396956E+00
+76.397500E-03,-3.093384950E+00,-3.068668948E+00
+76.400000E-03,-3.092891926E+00,-3.068707643E+00
+76.402500E-03,-3.092266471E+00,-3.068319069E+00
+76.405000E-03,-3.094137264E+00,-3.068863671E+00
+76.407500E-03,-3.091652380E+00,-3.068162042E+00
+76.410000E-03,-3.093285782E+00,-3.068668948E+00
+76.412500E-03,-3.092961599E+00,-3.068201736E+00
+76.415000E-03,-3.093067805E+00,-3.068800984E+00
+76.417500E-03,-3.094221800E+00,-3.069034527E+00
+76.420000E-03,-3.092913144E+00,-3.068521209E+00
+76.422500E-03,-3.093581600E+00,-3.068645958E+00
+76.425000E-03,-3.093032175E+00,-3.068707767E+00
+76.427500E-03,-3.094285231E+00,-3.068598973E+00
+76.430000E-03,-3.094031738E+00,-3.068668948E+00
+76.432500E-03,-3.093462572E+00,-3.068341938E+00
+76.435000E-03,-3.094214196E+00,-3.068335033E+00
+76.437500E-03,-3.092541080E+00,-3.068668569E+00
+76.440000E-03,-3.094418787E+00,-3.068536283E+00
+76.442500E-03,-3.093524520E+00,-3.068722964E+00
+76.445000E-03,-3.094108553E+00,-3.068871714E+00
+76.447500E-03,-3.094025047E+00,-3.068988168E+00
+76.450000E-03,-3.093596590E+00,-3.068941180E+00
+76.452500E-03,-3.093272284E+00,-3.068668948E+00
+76.455000E-03,-3.094516821E+00,-3.069183400E+00
+76.457500E-03,-3.093657380E+00,-3.068247963E+00
+76.460000E-03,-3.094123081E+00,-3.067780881E+00
+76.462500E-03,-3.092998490E+00,-3.068941688E+00
+76.465000E-03,-3.092856173E+00,-3.068560669E+00
+76.467500E-03,-3.093694744E+00,-3.067337294E+00
+76.470000E-03,-3.095030388E+00,-3.068489674E+00
+76.472500E-03,-3.093137000E+00,-3.068770460E+00
+76.475000E-03,-3.095495867E+00,-3.068825111E+00
+76.477500E-03,-3.093446430E+00,-3.068668948E+00
+76.480000E-03,-3.093876270E+00,-3.069198468E+00
+76.482500E-03,-3.094383847E+00,-3.068497720E+00
+76.485000E-03,-3.093778241E+00,-3.068489545E+00
+76.487500E-03,-3.094193200E+00,-3.068591316E+00
+76.490000E-03,-3.094158839E+00,-3.068255103E+00
+76.492500E-03,-3.094305763E+00,-3.067788926E+00
+76.495000E-03,-3.092765759E+00,-3.068341941E+00
+76.497500E-03,-3.094798341E+00,-3.068411654E+00
+76.500000E-03,-3.094122964E+00,-3.068473965E+00
+76.502500E-03,-3.094263200E+00,-3.068239908E+00
+76.505000E-03,-3.094137854E+00,-3.067968591E+00
+76.507500E-03,-3.093672479E+00,-3.067999488E+00
+76.510000E-03,-3.093693466E+00,-3.068225238E+00
+76.512500E-03,-3.094756599E+00,-3.067890703E+00
+76.515000E-03,-3.094460535E+00,-3.068668948E+00
+76.517500E-03,-3.093821274E+00,-3.068645711E+00
+76.520000E-03,-3.094707707E+00,-3.068333893E+00
+76.522500E-03,-3.094362984E+00,-3.068146697E+00
+76.525000E-03,-3.093455683E+00,-3.068979722E+00
+76.527500E-03,-3.094031860E+00,-3.067897320E+00
+76.530000E-03,-3.093918825E+00,-3.067695330E+00
+76.532500E-03,-3.093651252E+00,-3.067398564E+00
+76.535000E-03,-3.094390655E+00,-3.067928343E+00
+76.537500E-03,-3.093173451E+00,-3.068006363E+00
+76.540000E-03,-3.092701146E+00,-3.068061673E+00
+76.542500E-03,-3.093259060E+00,-3.067975469E+00
+76.545000E-03,-3.093483237E+00,-3.067843057E+00
+76.547500E-03,-3.092560916E+00,-3.067141788E+00
+76.550000E-03,-3.093630500E+00,-3.067812427E+00
+76.552500E-03,-3.093960915E+00,-3.067835267E+00
+76.555000E-03,-3.094397095E+00,-3.067796454E+00
+76.557500E-03,-3.093130883E+00,-3.067702722E+00
+76.560000E-03,-3.094487477E+00,-3.067695330E+00
+76.562500E-03,-3.094122723E+00,-3.068279103E+00
+76.565000E-03,-3.094207144E+00,-3.067757376E+00
+76.567500E-03,-3.093299846E+00,-3.067976792E+00
+76.570000E-03,-3.093870175E+00,-3.067780610E+00
+76.572500E-03,-3.092667040E+00,-3.066597221E+00
+76.575000E-03,-3.094475440E+00,-3.067423115E+00
+76.577500E-03,-3.093257995E+00,-3.067484762E+00
+76.580000E-03,-3.093566460E+00,-3.067259415E+00
+76.582500E-03,-3.094123081E+00,-3.066916435E+00
+76.585000E-03,-3.094067161E+00,-3.066768979E+00
+76.587500E-03,-3.093526177E+00,-3.066915768E+00
+76.590000E-03,-3.093116689E+00,-3.067897308E+00
+76.592500E-03,-3.093138761E+00,-3.067111159E+00
+76.595000E-03,-3.094173416E+00,-3.066245649E+00
+76.597500E-03,-3.094910779E+00,-3.067445681E+00
+76.600000E-03,-3.094510258E+00,-3.067149701E+00
+76.602500E-03,-3.094558292E+00,-3.066658997E+00
+76.605000E-03,-3.094079899E+00,-3.066892531E+00
+76.607500E-03,-3.092998061E+00,-3.066426270E+00
+76.610000E-03,-3.095278188E+00,-3.067080542E+00
+76.612500E-03,-3.093315010E+00,-3.066877625E+00
+76.615000E-03,-3.093834517E+00,-3.067071540E+00
+76.617500E-03,-3.092617919E+00,-3.066908916E+00
+76.620000E-03,-3.093890798E+00,-3.066846605E+00
+76.622500E-03,-3.092568430E+00,-3.067079868E+00
+76.625000E-03,-3.092188775E+00,-3.067305341E+00
+76.627500E-03,-3.093003999E+00,-3.067274862E+00
+76.630000E-03,-3.092730851E+00,-3.066721712E+00
+76.632500E-03,-3.093657902E+00,-3.066121420E+00
+76.635000E-03,-3.093102367E+00,-3.066932421E+00
+76.637500E-03,-3.094263662E+00,-3.066643550E+00
+76.640000E-03,-3.093390931E+00,-3.066177166E+00
+76.642500E-03,-3.094600735E+00,-3.066550219E+00
+76.645000E-03,-3.093652463E+00,-3.066083154E+00
+76.647500E-03,-3.093286388E+00,-3.066004719E+00
+76.650000E-03,-3.094580861E+00,-3.066176212E+00
+76.652500E-03,-3.094038412E+00,-3.067010176E+00
+76.655000E-03,-3.093096193E+00,-3.066806433E+00
+76.657500E-03,-3.094349320E+00,-3.066347705E+00
+76.660000E-03,-3.093905115E+00,-3.066323927E+00
+76.662500E-03,-3.092574352E+00,-3.066254512E+00
+76.665000E-03,-3.094391410E+00,-3.065701909E+00
+76.667500E-03,-3.092737648E+00,-3.066363008E+00
+76.670000E-03,-3.092427976E+00,-3.066208054E+00
+76.672500E-03,-3.094278228E+00,-3.065919863E+00
+76.675000E-03,-3.093561014E+00,-3.066605291E+00
+76.677500E-03,-3.094081991E+00,-3.065802892E+00
+76.680000E-03,-3.093510896E+00,-3.065957843E+00
+76.682500E-03,-3.093708255E+00,-3.066082466E+00
+76.685000E-03,-3.093736771E+00,-3.066074953E+00
+76.687500E-03,-3.093948326E+00,-3.065748094E+00
+76.690000E-03,-3.093995448E+00,-3.066053108E+00
+76.692500E-03,-3.093561519E+00,-3.065872440E+00
+76.695000E-03,-3.093665168E+00,-3.066385261E+00
+76.697500E-03,-3.093214791E+00,-3.066153535E+00
+76.700000E-03,-3.093278986E+00,-3.066526293E+00
+76.702500E-03,-3.094072956E+00,-3.066105829E+00
+76.705000E-03,-3.092954865E+00,-3.065358646E+00
+76.707500E-03,-3.092335769E+00,-3.065779667E+00
+76.710000E-03,-3.093483636E+00,-3.065857278E+00
+76.712500E-03,-3.092540797E+00,-3.065942817E+00
+76.715000E-03,-3.092702985E+00,-3.065748094E+00
+76.717500E-03,-3.093657750E+00,-3.065716658E+00
+76.720000E-03,-3.093785266E+00,-3.066106665E+00
+76.722500E-03,-3.095518196E+00,-3.066239077E+00
+76.725000E-03,-3.094051590E+00,-3.066293039E+00
+76.727500E-03,-3.092230112E+00,-3.065833912E+00
+76.730000E-03,-3.093863921E+00,-3.065546564E+00
+76.732500E-03,-3.093750090E+00,-3.065942817E+00
+76.735000E-03,-3.093926477E+00,-3.065717500E+00
+76.737500E-03,-3.094406014E+00,-3.065085611E+00
+76.740000E-03,-3.093636509E+00,-3.065358646E+00
+76.742500E-03,-3.093054244E+00,-3.064426087E+00
+76.745000E-03,-3.093067805E+00,-3.065755459E+00
+76.747500E-03,-3.094333499E+00,-3.064798831E+00
+76.750000E-03,-3.092540167E+00,-3.064579893E+00
+76.752500E-03,-3.093715297E+00,-3.064805490E+00
+76.755000E-03,-3.093763904E+00,-3.064853073E+00
+76.757500E-03,-3.092961637E+00,-3.065342502E+00
+76.760000E-03,-3.093673342E+00,-3.065272401E+00
+76.762500E-03,-3.093700714E+00,-3.064968489E+00
+76.765000E-03,-3.091886793E+00,-3.064277545E+00
+76.767500E-03,-3.094792707E+00,-3.064899525E+00
+76.770000E-03,-3.093934545E+00,-3.064539384E+00
+76.772500E-03,-3.094354856E+00,-3.065273110E+00
+76.775000E-03,-3.093349727E+00,-3.064618412E+00
+76.777500E-03,-3.093904862E+00,-3.065358646E+00
+76.780000E-03,-3.092792530E+00,-3.065101040E+00
+76.782500E-03,-3.093729499E+00,-3.066029496E+00
+76.785000E-03,-3.093553361E+00,-3.065172284E+00
+76.787500E-03,-3.092997582E+00,-3.065164638E+00
+76.790000E-03,-3.094143928E+00,-3.064969199E+00
+76.792500E-03,-3.093166556E+00,-3.065054591E+00
+76.795000E-03,-3.092582637E+00,-3.065063240E+00
+76.797500E-03,-3.093771322E+00,-3.064789766E+00
+76.800000E-03,-3.093771322E+00,-3.064969199E+00
+76.802500E-03,-3.093405883E+00,-3.064814139E+00
+76.805000E-03,-3.094221184E+00,-3.065193927E+00
+76.807500E-03,-3.093419564E+00,-3.065156566E+00
+76.810000E-03,-3.094038268E+00,-3.065132623E+00
+76.812500E-03,-3.093418782E+00,-3.063606567E+00
+76.815000E-03,-3.093679474E+00,-3.064650430E+00
+76.817500E-03,-3.093194960E+00,-3.064509362E+00
+76.820000E-03,-3.093610036E+00,-3.064571674E+00
+76.822500E-03,-3.093751263E+00,-3.064244538E+00
+76.825000E-03,-3.092856619E+00,-3.064385753E+00
+76.827500E-03,-3.092252903E+00,-3.063622002E+00
+76.830000E-03,-3.093340472E+00,-3.064292142E+00
+76.832500E-03,-3.094024851E+00,-3.064493783E+00
+76.835000E-03,-3.094221705E+00,-3.064860008E+00
+76.837500E-03,-3.093243027E+00,-3.063762204E+00
+76.840000E-03,-3.093595443E+00,-3.064828561E+00
+76.842500E-03,-3.093286290E+00,-3.063964134E+00
+76.845000E-03,-3.093271561E+00,-3.063262983E+00
+76.847500E-03,-3.092498088E+00,-3.063800857E+00
+76.850000E-03,-3.093103245E+00,-3.064072594E+00
+76.852500E-03,-3.094102240E+00,-3.064345352E+00
+76.855000E-03,-3.092716046E+00,-3.063800857E+00
+76.857500E-03,-3.092998115E+00,-3.063629647E+00
+76.860000E-03,-3.093243684E+00,-3.063457264E+00
+76.862500E-03,-3.093454607E+00,-3.063333814E+00
+76.865000E-03,-3.093216339E+00,-3.063995581E+00
+76.867500E-03,-3.094194097E+00,-3.063036953E+00
+76.870000E-03,-3.093349876E+00,-3.062548014E+00
+76.872500E-03,-3.094945931E+00,-3.063995581E+00
+76.875000E-03,-3.094473909E+00,-3.063606723E+00
+76.877500E-03,-3.093087978E+00,-3.064035263E+00
+76.880000E-03,-3.092891926E+00,-3.063854790E+00
+76.882500E-03,-3.092950341E+00,-3.063808942E+00
+76.885000E-03,-3.093716776E+00,-3.063628318E+00
+76.887500E-03,-3.092013864E+00,-3.063489595E+00
+76.890000E-03,-3.093616950E+00,-3.063947959E+00
+76.892500E-03,-3.093004890E+00,-3.063972362E+00
+76.895000E-03,-3.093243684E+00,-3.063995581E+00
+76.897500E-03,-3.093329179E+00,-3.063373207E+00
+76.900000E-03,-3.093805559E+00,-3.063334115E+00
+76.902500E-03,-3.093370720E+00,-3.063598939E+00
+76.905000E-03,-3.093623852E+00,-3.064353575E+00
+76.907500E-03,-3.093609379E+00,-3.063652421E+00
+76.910000E-03,-3.094081005E+00,-3.062827239E+00
+76.912500E-03,-3.093701105E+00,-3.063528393E+00
+76.915000E-03,-3.093580429E+00,-3.064081409E+00
+76.917500E-03,-3.093897821E+00,-3.062352412E+00
+76.920000E-03,-3.093862240E+00,-3.062750097E+00
+76.922500E-03,-3.094109281E+00,-3.063396131E+00
+76.925000E-03,-3.093912161E+00,-3.063722519E+00
+76.927500E-03,-3.094136746E+00,-3.063411410E+00
+76.930000E-03,-3.092807368E+00,-3.063021963E+00
+76.932500E-03,-3.093671746E+00,-3.063606134E+00
+76.935000E-03,-3.093102303E+00,-3.063505328E+00
+76.937500E-03,-3.094122403E+00,-3.063022714E+00
+76.940000E-03,-3.093215679E+00,-3.064283321E+00
+76.942500E-03,-3.093524411E+00,-3.063349249E+00
+76.945000E-03,-3.093884838E+00,-3.063853723E+00
+76.947500E-03,-3.092906404E+00,-3.063411410E+00
+76.950000E-03,-3.092997862E+00,-3.063411410E+00
+76.952500E-03,-3.094115910E+00,-3.063427290E+00
+76.955000E-03,-3.092737015E+00,-3.062952316E+00
+76.957500E-03,-3.093223125E+00,-3.064081562E+00
+76.960000E-03,-3.093560951E+00,-3.063240356E+00
+76.962500E-03,-3.092752317E+00,-3.062321109E+00
+76.965000E-03,-3.093097178E+00,-3.063263572E+00
+76.967500E-03,-3.092948755E+00,-3.062990504E+00
+76.970000E-03,-3.093651176E+00,-3.063185834E+00
+76.972500E-03,-3.094447935E+00,-3.064207098E+00
+76.975000E-03,-3.092433128E+00,-3.063528396E+00
+76.977500E-03,-3.093848847E+00,-3.063691964E+00
+76.980000E-03,-3.093111117E+00,-3.062991264E+00
+76.982500E-03,-3.092412707E+00,-3.062921316E+00
+76.985000E-03,-3.093778220E+00,-3.062842512E+00
+76.987500E-03,-3.092926274E+00,-3.063021963E+00
+76.990000E-03,-3.093807188E+00,-3.063426530E+00
+76.992500E-03,-3.093270720E+00,-3.063388961E+00
+76.995000E-03,-3.092702805E+00,-3.063536339E+00
+76.997500E-03,-3.092477404E+00,-3.063046402E+00
+77.000000E-03,-3.094121558E+00,-3.062827699E+00
+77.002500E-03,-3.093547305E+00,-3.062920246E+00
+77.005000E-03,-3.092308145E+00,-3.063668292E+00
+77.007500E-03,-3.093152088E+00,-3.062328286E+00
+77.010000E-03,-3.092603622E+00,-3.063395371E+00
+77.012500E-03,-3.093173055E+00,-3.063333213E+00
+77.015000E-03,-3.092773440E+00,-3.063606134E+00
+77.017500E-03,-3.093624558E+00,-3.063582921E+00
+77.020000E-03,-3.093996309E+00,-3.063746489E+00
+77.022500E-03,-3.093286453E+00,-3.063444264E+00
+77.025000E-03,-3.092364287E+00,-3.062866647E+00
+77.027500E-03,-3.093588966E+00,-3.063667363E+00
+77.030000E-03,-3.093847731E+00,-3.062337464E+00
+77.032500E-03,-3.094307674E+00,-3.063754588E+00
+77.035000E-03,-3.092976068E+00,-3.062780661E+00
+77.037500E-03,-3.093102561E+00,-3.063840112E+00
+77.040000E-03,-3.093285335E+00,-3.063302520E+00
+77.042500E-03,-3.092731660E+00,-3.063387422E+00
+77.045000E-03,-3.094171485E+00,-3.063216687E+00
+77.047500E-03,-3.092398761E+00,-3.062281235E+00
+77.050000E-03,-3.092435764E+00,-3.063099541E+00
+77.052500E-03,-3.091976649E+00,-3.063006852E+00
+77.055000E-03,-3.092736307E+00,-3.062437792E+00
+77.057500E-03,-3.093054580E+00,-3.063550987E+00
+77.060000E-03,-3.092449133E+00,-3.062858551E+00
+77.062500E-03,-3.094297126E+00,-3.063800389E+00
+77.065000E-03,-3.094158963E+00,-3.063411410E+00
+77.067500E-03,-3.092835785E+00,-3.063722185E+00
+77.070000E-03,-3.093961838E+00,-3.063817062E+00
+77.072500E-03,-3.093658901E+00,-3.062859336E+00
+77.075000E-03,-3.093700687E+00,-3.063216687E+00
+77.077500E-03,-3.092062767E+00,-3.061925135E+00
+77.080000E-03,-3.093821420E+00,-3.063481039E+00
+77.082500E-03,-3.092806225E+00,-3.063529030E+00
+77.085000E-03,-3.093363709E+00,-3.063240368E+00
+77.087500E-03,-3.094755394E+00,-3.062515052E+00
+77.090000E-03,-3.093396608E+00,-3.063458301E+00
+77.092500E-03,-3.093861925E+00,-3.062469263E+00
+77.095000E-03,-3.092554095E+00,-3.063006543E+00
+77.097500E-03,-3.092314613E+00,-3.063661130E+00
+77.100000E-03,-3.091941606E+00,-3.063178216E+00
+77.102500E-03,-3.093616263E+00,-3.062998912E+00
+77.105000E-03,-3.093413529E+00,-3.063021963E+00
+77.107500E-03,-3.093659189E+00,-3.064042632E+00
+77.110000E-03,-3.092574627E+00,-3.063216687E+00
+77.112500E-03,-3.092962707E+00,-3.064113526E+00
+77.115000E-03,-3.092553807E+00,-3.063591032E+00
+77.117500E-03,-3.092475845E+00,-3.063332726E+00
+77.120000E-03,-3.092646413E+00,-3.062555421E+00
+77.122500E-03,-3.092483598E+00,-3.063348780E+00
+77.125000E-03,-3.092890919E+00,-3.062827717E+00
+77.127500E-03,-3.092272398E+00,-3.063083956E+00
+77.130000E-03,-3.092061198E+00,-3.062615981E+00
+77.132500E-03,-3.092463212E+00,-3.063886057E+00
+77.135000E-03,-3.093791274E+00,-3.062670662E+00
+77.137500E-03,-3.091767453E+00,-3.063489619E+00
+77.140000E-03,-3.092730405E+00,-3.062851086E+00
+77.142500E-03,-3.093519792E+00,-3.063777651E+00
+77.145000E-03,-3.092364287E+00,-3.063162324E+00
+77.147500E-03,-3.093329265E+00,-3.062718034E+00
+77.150000E-03,-3.092961698E+00,-3.062866665E+00
+77.152500E-03,-3.092996003E+00,-3.062780345E+00
+77.155000E-03,-3.093995142E+00,-3.062368977E+00
+77.157500E-03,-3.093229759E+00,-3.062827239E+00
+77.160000E-03,-3.092666364E+00,-3.063809290E+00
+77.162500E-03,-3.092152941E+00,-3.062710244E+00
+77.165000E-03,-3.092504263E+00,-3.063147553E+00
+77.167500E-03,-3.093397875E+00,-3.063295382E+00
+77.170000E-03,-3.092167157E+00,-3.063045491E+00
+77.172500E-03,-3.092588392E+00,-3.063231941E+00
+77.175000E-03,-3.092294228E+00,-3.062670490E+00
+77.177500E-03,-3.092382909E+00,-3.062842332E+00
+77.180000E-03,-3.091718367E+00,-3.063403945E+00
+77.182500E-03,-3.092138576E+00,-3.062757463E+00
+77.185000E-03,-3.093180954E+00,-3.062921193E+00
+77.187500E-03,-3.091836649E+00,-3.063216524E+00
+77.190000E-03,-3.091800740E+00,-3.063420173E+00
+77.192500E-03,-3.093587968E+00,-3.063208410E+00
+77.195000E-03,-3.092342301E+00,-3.062827239E+00
+77.197500E-03,-3.092090503E+00,-3.062897503E+00
+77.200000E-03,-3.092293641E+00,-3.063410596E+00
+77.202500E-03,-3.092414564E+00,-3.063582278E+00
+77.205000E-03,-3.092695088E+00,-3.062702127E+00
+77.207500E-03,-3.092855275E+00,-3.063325405E+00
+77.210000E-03,-3.092300086E+00,-3.062998269E+00
+77.212500E-03,-3.092506024E+00,-3.063917528E+00
+77.215000E-03,-3.092006084E+00,-3.063176924E+00
+77.217500E-03,-3.093966681E+00,-3.063021963E+00
+77.220000E-03,-3.091716459E+00,-3.063318926E+00
+77.222500E-03,-3.091244066E+00,-3.063161672E+00
+77.225000E-03,-3.092750037E+00,-3.062553970E+00
+77.227500E-03,-3.091806432E+00,-3.062523635E+00
+77.230000E-03,-3.092287197E+00,-3.062461816E+00
+77.232500E-03,-3.092294678E+00,-3.063099030E+00
+77.235000E-03,-3.093540351E+00,-3.063575636E+00
+77.237500E-03,-3.092258462E+00,-3.062398189E+00
+77.240000E-03,-3.092526543E+00,-3.062367856E+00
+77.242500E-03,-3.092188408E+00,-3.062789944E+00
+77.245000E-03,-3.092526991E+00,-3.063536363E+00
+77.247500E-03,-3.091400021E+00,-3.063348768E+00
+77.250000E-03,-3.091487129E+00,-3.063022459E+00
+77.252500E-03,-3.092448261E+00,-3.063278667E+00
+77.255000E-03,-3.092891926E+00,-3.062968102E+00
+77.257500E-03,-3.092540167E+00,-3.062522974E+00
+77.260000E-03,-3.091773183E+00,-3.062524133E+00
+77.262500E-03,-3.092293636E+00,-3.062710737E+00
+77.265000E-03,-3.092891926E+00,-3.063192822E+00
+77.267500E-03,-3.092146497E+00,-3.063466929E+00
+77.270000E-03,-3.091996356E+00,-3.062858894E+00
+77.272500E-03,-3.092904944E+00,-3.063373297E+00
+77.275000E-03,-3.091976902E+00,-3.063138631E+00
+77.277500E-03,-3.092976649E+00,-3.063122886E+00
+77.280000E-03,-3.092792379E+00,-3.063769368E+00
+77.282500E-03,-3.092512327E+00,-3.063621545E+00
+77.285000E-03,-3.092138709E+00,-3.063419867E+00
+77.287500E-03,-3.093174238E+00,-3.063684691E+00
+77.290000E-03,-3.091955794E+00,-3.063107808E+00
+77.292500E-03,-3.091660770E+00,-3.062851275E+00
+77.295000E-03,-3.090930170E+00,-3.063387876E+00
+77.297500E-03,-3.092005645E+00,-3.063995581E+00
+77.300000E-03,-3.092258457E+00,-3.062358561E+00
+77.302500E-03,-3.092477002E+00,-3.063591059E+00
+77.305000E-03,-3.091745343E+00,-3.063209233E+00
+77.307500E-03,-3.091252578E+00,-3.063029248E+00
+77.310000E-03,-3.090951128E+00,-3.062733268E+00
+77.312500E-03,-3.091661378E+00,-3.063217023E+00
+77.315000E-03,-3.092955850E+00,-3.063287460E+00
+77.317500E-03,-3.091780520E+00,-3.061588460E+00
+77.320000E-03,-3.092503468E+00,-3.063800857E+00
+77.322500E-03,-3.092828457E+00,-3.063638302E+00
+77.325000E-03,-3.092890400E+00,-3.062593402E+00
+77.327500E-03,-3.091359325E+00,-3.062859071E+00
+77.330000E-03,-3.092020785E+00,-3.063309478E+00
+77.332500E-03,-3.091836649E+00,-3.063497427E+00
+77.335000E-03,-3.091879472E+00,-3.062898356E+00
+77.337500E-03,-3.091203636E+00,-3.062788633E+00
+77.340000E-03,-3.091703134E+00,-3.063216687E+00
+77.342500E-03,-3.091865096E+00,-3.063558891E+00
+77.345000E-03,-3.093498024E+00,-3.062858055E+00
+77.347500E-03,-3.091618712E+00,-3.063474911E+00
+77.350000E-03,-3.092118210E+00,-3.063255971E+00
+77.352500E-03,-3.091836649E+00,-3.063738035E+00
+77.355000E-03,-3.093468964E+00,-3.063131349E+00
+77.357500E-03,-3.092491844E+00,-3.063458485E+00
+77.360000E-03,-3.092026291E+00,-3.064175068E+00
+77.362500E-03,-3.092751838E+00,-3.063333862E+00
+77.365000E-03,-3.093166914E+00,-3.063006897E+00
+77.367500E-03,-3.092546893E+00,-3.063785963E+00
+77.370000E-03,-3.091830077E+00,-3.063808133E+00
+77.372500E-03,-3.091666878E+00,-3.063411410E+00
+77.375000E-03,-3.091309939E+00,-3.063411410E+00
+77.377500E-03,-3.092736068E+00,-3.064292075E+00
+77.380000E-03,-3.091413764E+00,-3.063543994E+00
+77.382500E-03,-3.092998228E+00,-3.064028110E+00
+77.385000E-03,-3.092989798E+00,-3.063746678E+00
+77.387500E-03,-3.092186856E+00,-3.063527901E+00
+77.390000E-03,-3.093214922E+00,-3.063582251E+00
+77.392500E-03,-3.092117279E+00,-3.063684884E+00
+77.395000E-03,-3.092257982E+00,-3.063941231E+00
+77.397500E-03,-3.091849630E+00,-3.064517957E+00
+77.400000E-03,-3.092540945E+00,-3.063956119E+00
+77.402500E-03,-3.091527257E+00,-3.063263593E+00
+77.405000E-03,-3.093110484E+00,-3.063442911E+00
+77.407500E-03,-3.092392116E+00,-3.063098988E+00
+77.410000E-03,-3.094054291E+00,-3.063402930E+00
+77.412500E-03,-3.092469971E+00,-3.063645425E+00
+77.415000E-03,-3.092074907E+00,-3.063434431E+00
+77.417500E-03,-3.092160737E+00,-3.063496742E+00
+77.420000E-03,-3.092300501E+00,-3.064509131E+00
